epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.48858171701431274,0.4686726927757263,1.1876676082611084,0.5,0.5,0.7068564891815186
1,0.48557692766189575,0.47830328345298767,0.6972755789756775,0.5,0.5,0.6935910582542419
2,0.48557692766189575,0.4636121988296509,0.6939849853515625,0.5,0.5,0.6932057738304138
3,0.48858171701431274,0.4793736934661865,0.6936995387077332,0.5,0.5,0.6931533217430115
4,0.4927884638309479,0.49819713830947876,0.6932376027107239,0.5,0.5,0.6931626796722412
5,0.48858171701431274,0.4945913255214691,0.693278431892395,0.5,0.5,0.6931471228599548
6,0.5012019276618958,0.49579328298568726,0.6932693719863892,0.5,0.5,0.6931551694869995
7,0.5,0.49098557233810425,0.6932427883148193,0.5,0.5,0.6931663751602173
8,0.46875,0.4921875,0.693299412727356,0.5,0.5,0.6931504607200623
9,0.5192307829856873,0.5093914270401001,0.6934105753898621,0.5,0.5,0.6931639909744263
10,0.4789663553237915,0.46749603748321533,0.6940014958381653,0.5,0.5,0.6931504011154175
11,0.49038460850715637,0.4919072389602661,0.6933223009109497,0.5,0.5,0.6931477189064026
12,0.5,0.4951923191547394,0.6933349370956421,0.5,0.5,0.693150520324707
13,0.4915865361690521,0.5,0.6932019591331482,0.5,0.5,0.6931473612785339
14,0.5060096383094788,0.4969951808452606,0.6931843161582947,0.5,0.5,0.6931673884391785
15,0.4789663553237915,0.4763631820678711,0.6934417486190796,0.5,0.5,0.6931494474411011
16,0.4837740361690521,0.49098557233810425,0.6932389140129089,0.5,0.5,0.6931501626968384
17,0.4915865361690521,0.49643179774284363,0.6934104561805725,0.5,0.5,0.6931645274162292
18,0.5,0.48497599363327026,0.6932194828987122,0.5,0.5,0.6931513547897339
19,0.47475960850715637,0.5,0.6932105422019958,0.5,0.5,0.6931472420692444
20,0.484375,0.5,0.6931747198104858,0.5,0.5,0.6931471228599548
21,0.4951923191547394,0.5,0.6931635737419128,0.5,0.5,0.6931473016738892
22,0.46514421701431274,0.5,0.6931762099266052,0.5,0.5,0.6931476593017578
23,0.4891826808452606,0.5,0.6932305097579956,0.5,0.5,0.6931496262550354
24,0.49399039149284363,0.5,0.6931610107421875,0.5,0.5,0.6931472420692444
25,0.4975961446762085,0.5,0.6931799650192261,0.5,0.5,0.6931473016738892
26,0.4975961446762085,0.5,0.6931580305099487,0.5,0.5,0.6931473016738892
27,0.4951923191547394,0.5,0.6931563019752502,0.5,0.5,0.6931473016738892
28,0.49399039149284363,0.5,0.6931706666946411,0.5,0.5,0.6931473612785339
29,0.4915865361690521,0.5,0.6931918859481812,0.5,0.5,0.6931472420692444
