epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5142045617103577,0.5301039814949036,4.3909478187561035,0.6818181872367859,0.7944214344024658,2.5779478549957275
1,0.6477272510528564,0.7198960185050964,2.5945940017700195,0.75,0.828770637512207,2.510429859161377
2,0.7386363744735718,0.8067536354064941,2.4723470211029053,0.8181818127632141,0.8579545021057129,2.42452335357666
3,0.7869318127632141,0.84336256980896,2.3834118843078613,0.7840909361839294,0.8669938445091248,2.3546996116638184
4,0.75,0.8343071937561035,2.376328468322754,0.8181818127632141,0.8768078088760376,2.2985479831695557
5,0.8238636255264282,0.9045389890670776,2.209662437438965,0.8636363744735718,0.9072830080986023,2.184297800064087
6,0.8352272510528564,0.8969686031341553,2.2421441078186035,0.8409090638160706,0.9207127690315247,2.173311471939087
7,0.8352272510528564,0.9011977314949036,2.1012637615203857,0.8863636255264282,0.922004222869873,2.1378095149993896
8,0.8551136255264282,0.9345622658729553,1.990795612335205,0.8863636255264282,0.9449896812438965,1.9752405881881714
9,0.8863636255264282,0.9539320468902588,1.8845008611679077,0.9204545617103577,0.9713326096534729,1.8057212829589844
10,0.9289772510528564,0.9738991856575012,1.7795840501785278,0.9431818127632141,0.9865702390670776,1.6830775737762451
11,0.9232954382896423,0.9783542156219482,1.6961590051651,0.9204545617103577,0.9927685260772705,1.62403404712677
12,0.9488636255264282,0.9879584312438965,1.6003090143203735,0.9659090638160706,0.9891529083251953,1.5896743535995483
13,0.9261363744735718,0.9780152440071106,1.6008483171463013,0.9545454382896423,0.9956094622612,1.4912551641464233
14,0.9460227489471436,0.9893143773078918,1.5054454803466797,0.9545454382896423,0.98398756980896,1.4982247352600098
15,0.9517045617103577,0.9839068651199341,1.478413462638855,0.9431818127632141,0.9943182468414307,1.4162602424621582
16,0.9659090638160706,0.9924941062927246,1.3953438997268677,0.9431818127632141,0.9974173307418823,1.3626595735549927
17,0.96875,0.993688702583313,1.3382502794265747,0.9659090638160706,0.9979338645935059,1.3111575841903687
18,0.9715909361839294,0.9941890239715576,1.2925515174865723,0.9659090638160706,0.9979338645935059,1.24210786819458
19,0.9772727489471436,0.9928815364837646,1.241722583770752,0.9772727489471436,0.9989669919013977,1.1884080171585083
20,0.9914772510528564,0.9989992380142212,1.157944917678833,0.9772727489471436,0.9994834661483765,1.146254301071167
21,0.9772727489471436,0.9972236752510071,1.1406046152114868,0.9659090638160706,0.9989669322967529,1.1632742881774902
22,0.9573863744735718,0.9916709661483765,1.1528781652450562,0.9545454382896423,0.9987087249755859,1.140062689781189
23,0.9744318127632141,0.9939308166503906,1.1010013818740845,0.9886363744735718,1.0,1.0342354774475098
24,0.9772727489471436,0.9960615038871765,1.0525588989257812,1.0,1.0,0.9828023314476013
25,0.9630681872367859,0.9955611228942871,1.0337541103363037,0.9545454382896423,0.9963842630386353,1.0100743770599365
26,0.9886363744735718,0.9992414116859436,0.9560087323188782,0.9886363744735718,0.9984503984451294,0.9690542817115784
27,0.9744318127632141,0.9950284361839294,0.9604032635688782,0.9772727489471436,0.9971590638160706,0.93939208984375
28,0.9801136255264282,0.9948347210884094,0.9302905797958374,0.9659090638160706,0.9979338645935059,0.9219552874565125
29,0.9886363744735718,0.9995318651199341,0.8668229579925537,0.9886363744735718,1.0,0.8449205756187439
