epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5610687136650085,0.563632607460022,7.62391471862793,0.5,0.5495867729187012,3.1276752948760986
1,0.5763359069824219,0.5971971154212952,3.058074712753296,0.5757575631141663,0.6703397035598755,2.746295928955078
2,0.6068702340126038,0.6226035952568054,2.819007396697998,0.5303030014038086,0.6372818946838379,2.659052848815918
3,0.6183205842971802,0.6517977118492126,2.757396936416626,0.6212121248245239,0.7589531540870667,2.583362579345703
4,0.6221374273300171,0.64576655626297,2.6573903560638428,0.6363636255264282,0.7718089818954468,2.556593894958496
5,0.5839694738388062,0.6297709941864014,2.7076966762542725,0.5909090638160706,0.7199265956878662,2.554385185241699
6,0.6068702340126038,0.6268573999404907,2.592407464981079,0.5909090638160706,0.7548209428787231,2.53143048286438
7,0.5954198241233826,0.6117941737174988,2.55580735206604,0.7272727489471436,0.7887970805168152,2.507396936416626
8,0.6183205842971802,0.6341122388839722,2.50312876701355,0.6212121248245239,0.786501407623291,2.482964038848877
9,0.6641221642494202,0.6715518236160278,2.485880136489868,0.6818181872367859,0.7231404781341553,2.460909605026245
10,0.6832060813903809,0.7058155536651611,2.439086437225342,0.6818181872367859,0.7346189022064209,2.413252115249634
11,0.6106870174407959,0.6944816708564758,2.450596332550049,0.6363636255264282,0.7506886720657349,2.3748397827148438
12,0.652671754360199,0.7293281555175781,2.3839683532714844,0.6212121248245239,0.7415059804916382,2.3563461303710938
13,0.6488549709320068,0.713099479675293,2.370142936706543,0.6818181872367859,0.7796143293380737,2.3248071670532227
14,0.6717557311058044,0.7246081233024597,2.294144868850708,0.6515151262283325,0.7566574215888977,2.304534673690796
15,0.6564885377883911,0.7293573021888733,2.29886531829834,0.6666666865348816,0.7855831384658813,2.2569377422332764
16,0.7022900581359863,0.783957839012146,2.2183196544647217,0.7424242496490479,0.7883379459381104,2.2042722702026367
17,0.7290076613426208,0.8024882078170776,2.156468629837036,0.7424242496490479,0.8140496015548706,2.151264190673828
18,0.7175572514533997,0.8028960824012756,2.131460189819336,0.6969696879386902,0.8057851195335388,2.132387638092041
19,0.7442747950553894,0.8030709028244019,2.102663278579712,0.6818181872367859,0.7566574811935425,2.153797149658203
20,0.7251908183097839,0.7928733825683594,2.102952480316162,0.6818181872367859,0.7915518879890442,2.0719828605651855
21,0.805343508720398,0.8802809119224548,1.9869389533996582,0.6666666865348816,0.725895345211029,2.179918050765991
22,0.7633587718009949,0.8237864971160889,2.011957883834839,0.6969696879386902,0.7791551351547241,2.1141090393066406
23,0.7442747950553894,0.8123360872268677,2.000556230545044,0.7272727489471436,0.8310376405715942,1.9689781665802002
24,0.7519084215164185,0.8305460214614868,1.99163818359375,0.6969696879386902,0.8585858941078186,1.9701979160308838
25,0.7786259651184082,0.8861662745475769,1.8894838094711304,0.7575757503509521,0.8259871006011963,1.941986083984375
26,0.7862595319747925,0.8600314855575562,1.895917296409607,0.7575757503509521,0.8351699113845825,1.9016821384429932
27,0.8206107020378113,0.9257327914237976,1.755504846572876,0.7575757503509521,0.8590450286865234,1.8452593088150024
28,0.8396946787834167,0.9103198647499084,1.7375876903533936,0.7272727489471436,0.8264462947845459,1.8657817840576172
29,0.8015267252922058,0.8995980024337769,1.736901044845581,0.7272727489471436,0.8438935279846191,1.8147073984146118
