epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.5,0.5060893893241882,7.351294040679932,0.560606062412262,0.6767676472663879,3.1506690979003906
1,0.5687022805213928,0.5651477575302124,3.723318099975586,0.5303030014038086,0.6280991435050964,2.784010887145996
2,0.5572519302368164,0.6150573492050171,2.8934011459350586,0.6060606241226196,0.6657483577728271,2.7371301651000977
3,0.572519063949585,0.600139856338501,2.7380435466766357,0.560606062412262,0.6060606241226196,2.6237285137176514
4,0.6259542107582092,0.6916263699531555,2.615800619125366,0.6212121248245239,0.6707988977432251,2.5850443840026855
5,0.6335877776145935,0.6521181464195251,2.613851308822632,0.5909090638160706,0.6758493781089783,2.5789785385131836
6,0.6832060813903809,0.7043004035949707,2.530548334121704,0.6212121248245239,0.7015610933303833,2.5347354412078857
7,0.6641221642494202,0.687751293182373,2.5161333084106445,0.6515151262283325,0.7199265360832214,2.4919211864471436
8,0.6335877776145935,0.6960841417312622,2.495142698287964,0.6969696879386902,0.7373737096786499,2.4503514766693115
9,0.6679389476776123,0.7375444173812866,2.443024158477783,0.6363636255264282,0.6657483577728271,2.4312095642089844
10,0.6793892979621887,0.7057280540466309,2.4274563789367676,0.6363636255264282,0.7061524391174316,2.4142203330993652
11,0.652671754360199,0.7274925708770752,2.386361598968506,0.6212121248245239,0.7153351902961731,2.3640689849853516
12,0.7366412281990051,0.8057222366333008,2.2929749488830566,0.6363636255264282,0.7176308631896973,2.3415582180023193
13,0.7137404680252075,0.7676417827606201,2.300028085708618,0.6515151262283325,0.7157943248748779,2.3288509845733643
14,0.694656491279602,0.744100034236908,2.293766736984253,0.6666666865348816,0.7226814031600952,2.26627516746521
15,0.6908397078514099,0.7792086601257324,2.217738389968872,0.6818181872367859,0.7392103672027588,2.22487735748291
16,0.7137404680252075,0.7763242721557617,2.209505319595337,0.6515151262283325,0.7644628286361694,2.194999933242798
17,0.7061068415641785,0.8055474758148193,2.1601388454437256,0.6363636255264282,0.7369146347045898,2.1762843132019043
18,0.7137404680252075,0.7777518630027771,2.156043291091919,0.6060606241226196,0.7612488269805908,2.1423237323760986
19,0.7404580116271973,0.7979139089584351,2.0842483043670654,0.6515151262283325,0.7483930587768555,2.128997802734375
20,0.7633587718009949,0.8319153785705566,2.0276880264282227,0.6212121248245239,0.7630853652954102,2.132634162902832
21,0.7633587718009949,0.8406561017036438,2.002492666244507,0.7272727489471436,0.8319559097290039,2.020566940307617
22,0.767175555229187,0.8446768522262573,1.9713821411132812,0.6666666865348816,0.819100022315979,2.0118637084960938
23,0.7977099418640137,0.8633238077163696,1.9207215309143066,0.7121211886405945,0.8282828330993652,1.9632145166397095
24,0.7938931584358215,0.8924887776374817,1.8580173254013062,0.7727272510528564,0.8360881805419922,1.9265823364257812
25,0.7480915784835815,0.8356739282608032,1.9087605476379395,0.7121211886405945,0.8135904669761658,1.9454447031021118
26,0.8091602921485901,0.9045801758766174,1.7922348976135254,0.8030303120613098,0.8516988158226013,1.8807752132415771
27,0.8320610523223877,0.9109317660331726,1.7439045906066895,0.6969696879386902,0.8218549489974976,1.9144195318222046
28,0.8091602921485901,0.8880892992019653,1.7703156471252441,0.7727272510528564,0.8475666046142578,1.8196172714233398
29,0.847328245639801,0.9216828942298889,1.6960638761520386,0.7272727489471436,0.8861340284347534,1.7651424407958984
